sale_no,Address,CouncilArea,YearBuilt,BuildingArea,Car,Price,Date,Method,SellerG
8412,14 Baker St,Brimbank,,,5.0,760000.0,8/04/2017,S,Douglas
8413,2 Colin St,Brimbank,1950.0,189.0,6.0,990000.0,8/04/2017,S,FN
8414,10 Dundalk St,Brimbank,,,1.0,651500.0,8/04/2017,S,Barry
8415,2 Islington St,Brimbank,,,4.0,970000.0,22/04/2017,S,Douglas
8416,3 Mellor St,Brimbank,1960.0,,2.0,841000.0,22/04/2017,S,Douglas
8417,69 Duke St,Brimbank,1950.0,93.84,0.0,710000.0,29/04/2017,S,Village
8418,73 Monash St,Brimbank,1930.0,108.0,1.0,840000.0,29/04/2017,PI,FN
8419,115 Wright St,Brimbank,,,2.0,660000.0,29/04/2017,S,Douglas
8420,10 Yewers St,Brimbank,,,1.0,692000.0,29/04/2017,S,FN
8421,25 Lincoln St,Brimbank,,,2.0,830000.0,6/05/2017,S,Douglas
8422,19 Plymouth Cl,Brimbank,,,2.0,600000.0,6/05/2017,S,Douglas
8423,25 Downing St,Brimbank,,,2.0,718000.0,13/05/2017,S,Douglas
8424,3 Belmore Rd,Brimbank,1980.0,147.0,2.0,775000.0,29/04/2017,S,Douglas
8425,90 McIntyre Rd,Brimbank,1960.0,145.0,1.0,490000.0,29/04/2017,PI,Douglas
8426,32 Killara St,Brimbank,1975.0,120.0,1.0,716000.0,6/05/2017,S,Barry
8427,7 Foxcroft Ct,Brimbank,,,2.0,511000.0,8/04/2017,S,Barry
8428,1/10 Fremont Pde,Brimbank,2006.0,159.0,2.0,515000.0,8/04/2017,SP,Brad
8429,27 Warmington Rd,Brimbank,1970.0,119.0,1.0,530000.0,8/04/2017,S,Barry
8430,91 Hilma St,Brimbank,1967.0,184.0,2.0,685000.0,13/05/2017,S,Bells
8431,13 Murray St,Brimbank,,,2.0,700000.0,22/04/2017,PI,Douglas
8432,133 David Dr,Brimbank,2008.0,124.45,2.0,521000.0,29/04/2017,S,Bells
8433,100 Links St,Brimbank,1950.0,100.0,1.0,571000.0,29/04/2017,S,GL
8434,7 The Mews,Brimbank,,,4.0,710000.0,29/04/2017,SP,S&L
8435,3/700 Canterbury Rd,Whitehorse,,,2.0,682000.0,6/05/2017,S,Ham
8436,2/35 Boisdale St,Whitehorse,1970.0,85.0,2.0,825000.0,13/05/2017,S,Fletchers
8437,61 Broughton Rd,Whitehorse,2013.0,195.0,2.0,1525000.0,13/05/2017,S,Fletchers
8438,18 Empress Rd,Boroondara,1910.0,124.0,0.0,1260000.0,13/05/2017,SP,Jellis
8439,29 Weybridge St,Boroondara,1930.0,265.0,2.0,2360000.0,13/05/2017,S,Marshall
8440,1/6 Blackburn St,Boroondara,1980.0,96.0,1.0,1250000.0,20/05/2017,SP,Fletchers
8441,26 Everton Gr,Whitehorse,,,4.0,1490000.0,20/05/2017,S,Noel
8442,6A Thistle St,Boroondara,1886.0,186.0,2.0,1600000.0,20/05/2017,PI,Marshall
8443,68 Weybridge St,Boroondara,,150.0,2.0,1652000.0,20/05/2017,S,Kay
8444,8 Durham Rd,Boroondara,1900.0,300.0,2.0,2370000.0,29/04/2017,PI,Jellis
8445,2/92 Foote St,Manningham,2011.0,,3.0,940000.0,6/05/2017,PI,Jellis
8446,6 Jean St,Manningham,,,1.0,1503500.0,6/05/2017,S,Noel
8447,8 Esther St,Manningham,,,2.0,950000.0,8/04/2017,VB,hockingstuart
8448,4 Michael St,Manningham,,,2.0,1370000.0,8/04/2017,S,Barry
8449,5 Fran Ct,Manningham,,,2.0,1181000.0,13/05/2017,SP,Parkes
8450,21 Rooney St,Manningham,,,2.0,1385000.0,13/05/2017,S,Barry
8451,258 Thompsons Rd,Manningham,,,3.0,1180000.0,20/05/2017,S,Philip
8452,254 Thompsons Rd,Manningham,,,2.0,1302000.0,22/04/2017,S,Ray
8453,11 Airdrie Ct,Manningham,,,2.0,1775000.0,29/04/2017,S,Jellis
8454,177 Raleigh St,Darebin,,,3.0,1750000.0,6/05/2017,S,McGrath
8455,129 Collins St,Darebin,,,4.0,1345000.0,8/04/2017,S,Love
8456,104 Mansfield St,Darebin,,,1.0,1080000.0,8/04/2017,S,Miles
8457,145 Shaftesbury Pde,Darebin,1930.0,131.0,2.0,1195000.0,8/04/2017,S,Love
8458,4/2 Strettle St,Darebin,1995.0,87.0,1.0,716000.0,8/04/2017,S,Love
8459,9 Ethel St,Darebin,2000.0,,2.0,865000.0,13/05/2017,S,buyMyplace
8460,1/73 Flinders St,Darebin,1970.0,,1.0,462000.0,13/05/2017,S,Nelson
8461,107 Hutton St,Darebin,,,1.0,1100000.0,13/05/2017,PI,Woodards
8462,221 Mansfield St,Darebin,,,2.0,1635000.0,13/05/2017,S,Jellis
8463,3/1 Smith St,Darebin,2001.0,166.0,1.0,998000.0,13/05/2017,SP,Jellis
8464,3/31 Clapham St,Darebin,1960.0,59.0,1.0,600000.0,20/05/2017,S,Love
8465,35D Clapham St,Darebin,1918.0,130.0,2.0,1346000.0,20/05/2017,S,Nelson
8466,171 Mansfield St,Darebin,,,1.0,1130000.0,20/05/2017,S,Jellis
8467,292 Rathmines St,Darebin,1950.0,115.0,2.0,1275000.0,20/05/2017,PI,Jellis
8468,10 Speight St,Darebin,,,1.0,1200000.0,20/05/2017,S,Woodards
8469,140 Dundas St,Darebin,,,1.0,915000.0,22/04/2017,S,Love
8470,199 Mansfield St,Darebin,1970.0,,1.0,300000.0,22/04/2017,SP,McGrath
8471,1/44 Hammond St,Darebin,1995.0,117.0,2.0,880000.0,29/04/2017,SP,McGrath
8472,58 Leinster Gr,Darebin,2007.0,133.0,2.0,960000.0,29/04/2017,S,Jellis
8473,5 Shaftesbury Pde,Darebin,1910.0,96.0,0.0,1260000.0,29/04/2017,S,Nelson
8474,68 Wilmoth St,Darebin,1930.0,132.0,1.0,1100000.0,29/04/2017,SP,McGrath
8475,8 Graham Rd,Banyule,,,1.0,810000.0,6/05/2017,VB,Miles
8476,23 Kuranga Rd,Banyule,,,4.0,1140000.0,8/04/2017,S,Miles
8477,6 Dawn Ct,Banyule,,,2.0,1003000.0,20/05/2017,S,Nelson
8478,9 Rockaway Dr,Banyule,1950.0,217.0,3.0,1155000.0,22/04/2017,PI,Fletchers
8479,60 Orana Dr,Banyule,,,4.0,880000.0,6/05/2017,S,Barry
8480,5 Regis Ct,Banyule,1970.0,132.0,2.0,826000.0,6/05/2017,S,Barry
8481,12 Black St,Banyule,,,2.0,952000.0,8/04/2017,S,Barry
8482,2/42 Wattle Dr,Banyule,,,2.0,677500.0,8/04/2017,S,Buckingham
8483,25 Bungay St,Banyule,1956.0,123.0,2.0,761000.0,22/04/2017,S,LJ
8484,8 Castlereagh Pl,Banyule,,,2.0,715000.0,22/04/2017,SP,Barry
8485,5 Daours Ct,Banyule,1950.0,180.0,2.0,932500.0,22/04/2017,S,Miles
8486,25 High St,Banyule,,,2.0,895000.0,29/04/2017,S,Barry
8487,61 Clive St,Maribyrnong,1915.0,244.0,2.0,1435000.0,6/05/2017,S,Village
8488,4/8 Margot St,Maribyrnong,1975.0,77.0,1.0,470000.0,6/05/2017,SP,Greg
8489,6/350 Somerville Rd,Maribyrnong,2011.0,79.0,1.0,502000.0,6/05/2017,S,Sweeney
8490,2/663 Barkly St,Maribyrnong,1930.0,104.0,0.0,580000.0,8/04/2017,SP,Jas
8491,4/667 Barkly St,Maribyrnong,1982.0,,1.0,375000.0,8/04/2017,S,Burnham
8492,17 Braid St,Maribyrnong,1950.0,,1.0,650000.0,8/04/2017,VB,Sweeney
8493,17/24 Dongola Rd,Maribyrnong,,3.0,2.0,815000.0,8/04/2017,S,McGrath
8494,10 Neil St,Maribyrnong,1940.0,143.0,2.0,970000.0,8/04/2017,PI,Biggin
8495,15 Rupert St,Maribyrnong,1930.0,188.0,4.0,1325000.0,8/04/2017,S,hockingstuart
8496,25 Tucker St,Maribyrnong,,,3.0,890000.0,13/05/2017,S,Biggin
8497,16 Dove St,Maribyrnong,,,0.0,900000.0,20/05/2017,S,hockingstuart
8498,4/38 Hampton Pde,Maribyrnong,1970.0,65.0,1.0,266000.0,20/05/2017,S,Sweeney
8499,16 Hope St,Maribyrnong,,,0.0,830000.0,20/05/2017,PI,Burnham
8500,91 Suffolk St,Maribyrnong,1945.0,113.81,2.0,888000.0,20/05/2017,PI,Sweeney
8501,106 Summerhill Rd,Maribyrnong,,,1.0,1040000.0,20/05/2017,S,Jas
8502,4/624 Barkly St,Maribyrnong,,,1.0,490000.0,22/04/2017,S,Village
8503,1 Dongola Rd,Maribyrnong,1925.0,102.0,2.0,935000.0,22/04/2017,S,Jas
8504,14 Stanhope St,Maribyrnong,,,0.0,975000.0,22/04/2017,S,Jas
8505,8/132 Rupert St,Maribyrnong,,,1.0,185000.0,29/04/2017,PI,Jas
8506,44 Electra St,Hobsons Bay,1910.0,190.0,2.0,2165000.0,6/05/2017,SP,Greg
8507,8 Jobson St,Hobsons Bay,1980.0,117.0,2.0,1245000.0,6/05/2017,S,hockingstuart
8508,73a Victoria St,Hobsons Bay,2009.0,229.0,2.0,2075000.0,6/05/2017,SP,Greg
8509,2/77 Dover Rd,Hobsons Bay,1974.0,78.0,1.0,543000.0,8/04/2017,S,Williams
8510,8 Princes St,Hobsons Bay,1900.0,120.0,0.0,1150000.0,8/04/2017,SP,Jas
8511,35 Railway Pl,Hobsons Bay,,,0.0,1290000.0,8/04/2017,S,RT
8512,2/170 Cecil St,Hobsons Bay,,,2.0,1000000.0,13/05/2017,S,Raine
8513,10 Crofton Dr,Hobsons Bay,1997.0,288.0,2.0,2040000.0,13/05/2017,S,Greg
8514,60 Merrett Dr,Hobsons Bay,,,4.0,1412000.0,13/05/2017,SP,Williams
8515,8/97 Verdon St,Hobsons Bay,1970.0,78.0,1.0,465000.0,13/05/2017,S,Raine
8516,2/47 Power St,Hobsons Bay,,,1.0,855000.0,20/05/2017,S,Williams
8517,12/53 Morris St,Hobsons Bay,1990.0,65.0,2.0,550000.0,22/04/2017,SP,Williams
8518,9/99 Verdon St,Hobsons Bay,,,1.0,490000.0,22/04/2017,S,Village
8519,6 Caspian Tce,Hobsons Bay,2006.0,191.0,2.0,1200000.0,29/04/2017,SP,Village
8520,240 Coogee La,Hobsons Bay,,,2.0,1330000.0,29/04/2017,S,Greg
8521,15 Kingshott Cl,Hobsons Bay,,,2.0,1500000.0,29/04/2017,VB,Greg
8522,165 Osborne St,Hobsons Bay,,,2.0,1630000.0,29/04/2017,S,Sweeney
8523,76 Castlemaine St,Maribyrnong,,,0.0,935000.0,6/05/2017,S,Jas
8524,8 Gordon Pde,Maribyrnong,1940.0,119.0,2.0,990000.0,6/05/2017,S,Jas
8525,92 Simpson St,Maribyrnong,,,0.0,950000.0,6/05/2017,SP,Village
8526,15 Freame St,Maribyrnong,,,2.0,1196000.0,8/04/2017,S,Greg
8527,1/17 Gordon Pde,Maribyrnong,1965.0,,1.0,470000.0,8/04/2017,S,Sweeney
8528,14 Lennox St,Maribyrnong,,,1.0,1131500.0,8/04/2017,SP,Jas
8529,54 Tongue St,Maribyrnong,1890.0,201.0,0.0,2035000.0,8/04/2017,S,Jas
8530,29 Wilson St,Maribyrnong,1970.0,98.0,0.0,935000.0,8/04/2017,S,Jas
8531,260 Francis St,Maribyrnong,1940.0,106.76,2.0,892000.0,13/05/2017,S,Village
8532,1 Highgate St,Maribyrnong,1977.0,139.0,5.0,985500.0,13/05/2017,S,Jas
8533,2/150 Hyde St,Maribyrnong,1985.0,92.0,2.0,650000.0,13/05/2017,SP,Jas
8534,1/6 Jepson St,Maribyrnong,2012.0,,2.0,1070000.0,13/05/2017,S,Jas
8535,10/51 Stephen St,Maribyrnong,1975.0,68.0,1.0,397000.0,13/05/2017,S,Village
8536,33 Bromyard St,Maribyrnong,,,3.0,1035000.0,20/05/2017,S,Sweeney
8537,26 Buninyong St,Maribyrnong,,,2.0,1370000.0,20/05/2017,S,Greg
8538,455 Geelong Rd,Maribyrnong,1960.0,81.0,2.0,650000.0,20/05/2017,PI,Village
8539,96 Hamilton St,Maribyrnong,,,0.0,820000.0,20/05/2017,PI,Village
8540,292 Hyde St,Maribyrnong,1980.0,126.0,1.0,750000.0,20/05/2017,PI,McGrath
8541,2/10 Schild St,Maribyrnong,,,1.0,497600.0,20/05/2017,SP,Jas
8542,183 Stephen St,Maribyrnong,1930.0,135.0,0.0,970000.0,20/05/2017,S,Raine
8543,66 Drew St,Maribyrnong,1940.0,111.0,3.0,1256000.0,22/04/2017,S,hockingstuart
8544,3/11 Fielding St,Maribyrnong,2012.0,170.0,0.0,1120000.0,22/04/2017,S,hockingstuart
8545,2C Castlemaine St,Maribyrnong,2007.0,220.0,2.0,1425000.0,29/04/2017,PI,Jas
8546,40 Kingston St,Maribyrnong,1920.0,85.0,2.0,872500.0,29/04/2017,SP,Jas
8547,46 MacKay St,Maribyrnong,1920.0,140.0,1.0,1455000.0,29/04/2017,S,Village
8548,12/35 Princess St,Maribyrnong,1970.0,54.0,1.0,331000.0,29/04/2017,S,Jas
8549,10 Salisbury St,Maribyrnong,2002.0,210.68,2.0,950000.0,29/04/2017,S,Sweeney
8550,132 Vere St,Yarra,1900.0,98.0,0.0,1000000.0,8/04/2017,SP,Biggin
8551,6/205 Gipps St,Yarra,2013.0,86.0,1.0,870000.0,20/05/2017,S,Biggin
8552,24 Cooke St,Yarra,1890.0,128.0,0.0,1050000.0,29/04/2017,S,Jellis
8553,198 Gipps St,Yarra,1940.0,98.0,1.0,1242000.0,29/04/2017,S,Nelson
8554,22 Lulie St,Yarra,1888.0,114.0,0.0,1165000.0,29/04/2017,S,Jellis
8555,48 Bedford St,Moonee Valley,1950.0,,1.0,872500.0,8/04/2017,S,Nelson
8556,33 Green St,Moonee Valley,2008.0,136.0,2.0,720000.0,8/04/2017,S,Brad
8557,25 Clydesdale Rd,Moonee Valley,,,1.0,985000.0,29/04/2017,S,McDonald
8558,67 Halsey Rd,Moonee Valley,1960.0,217.0,1.0,510000.0,29/04/2017,VB,Nelson
8559,2/80 Hawker St,Moonee Valley,2009.0,92.0,1.0,480000.0,29/04/2017,VB,Barry
8560,26 Wyalong St,Brimbank,1951.0,128.0,5.0,800000.0,8/04/2017,S,Bells
8561,1/141 Anderson Rd,Brimbank,1970.0,88.0,1.0,420000.0,13/05/2017,S,Bells
8562,76 Forrest St,Brimbank,,,2.0,700000.0,13/05/2017,S,Douglas
8563,2/36 Selwyn St,Brimbank,2013.0,129.0,2.0,580000.0,13/05/2017,PI,Douglas
8564,1/121 Anderson Rd,Brimbank,1970.0,35.0,1.0,200000.0,20/05/2017,VB,FN
8565,67 Norwood St,Brimbank,,140.0,3.0,621000.0,20/05/2017,S,hockingstuart
8566,2/62 Selwyn St,Brimbank,2000.0,129.0,1.0,600000.0,20/05/2017,SA,Douglas
8567,7 Cowra St,Hobsons Bay,,,2.0,840000.0,8/04/2017,SP,hockingstuart
8568,196 Blyth St,Hobsons Bay,1980.0,201.0,4.0,1480000.0,13/05/2017,SP,Greg
8569,2/214 Queen St,Hobsons Bay,,,2.0,600000.0,20/05/2017,SP,hockingstuart
8570,3/8 Rayner St,Hobsons Bay,2009.0,,2.0,597500.0,22/04/2017,S,hockingstuart
8571,12 Kookaburra St,Hobsons Bay,,,2.0,1165000.0,29/04/2017,S,Greg
8572,13 Linnet St,Hobsons Bay,,,2.0,1295000.0,29/04/2017,S,Greg
8573,53 Gloucester Rd,Boroondara,,,1.0,1450000.0,8/04/2017,S,Woodards
8574,2a Liberator St,Boroondara,,,2.0,925000.0,8/04/2017,S,Jellis
8575,23 Solway St,Boroondara,2016.0,244.0,2.0,2220000.0,13/05/2017,S,Marshall
8576,24 Baird St,Boroondara,,,2.0,1912500.0,22/04/2017,S,Jellis
8577,11 Poulter St,Boroondara,,,2.0,2085000.0,29/04/2017,PI,Buxton
8578,10A Head St,Boroondara,,,1.0,1380000.0,8/04/2017,S,Barry
8579,2/15 Pryton Ct,Boroondara,,,2.0,825000.0,20/05/2017,PI,Biggin
8580,12 Power St,Boroondara,,,1.0,1670000.0,22/04/2017,PI,Fletchers
8581,27A Yerrin St,Boroondara,2005.0,178.0,1.0,1680000.0,22/04/2017,S,Fletchers
8582,6 Millers Rd,Hobsons Bay,1950.0,156.0,2.0,1005000.0,22/04/2017,S,hockingstuart
8583,1/2 Drummond St,Melbourne,1993.0,,2.0,1520000.0,8/04/2017,S,hockingstuart
8584,2/100 Keppel St,Melbourne,1860.0,90.0,1.0,960000.0,20/05/2017,VB,Nelson
8585,11/108 Elgin St,Melbourne,2000.0,110.0,1.0,995000.0,22/04/2017,S,Woodards
8586,20/264 Drummond St,Melbourne,2009.0,51.0,1.0,490000.0,29/04/2017,S,hockingstuart
8587,10/3 Lytton St,Melbourne,,,1.0,500000.0,29/04/2017,VB,Peter
8588,39 Durham St,Banyule,1956.0,217.0,2.0,1750000.0,20/05/2017,VB,Nelson
8589,121 The Righi,Banyule,1930.0,,2.0,2710000.0,29/04/2017,PI,Miles
8590,402/166 Wellington Pde,Melbourne,,,1.0,503000.0,8/04/2017,S,Biggin
8591,4/24 Hotham St,Melbourne,,,1.0,810000.0,13/05/2017,S,Biggin
8592,127 Gipps St,Melbourne,1970.0,,2.0,4275000.0,20/05/2017,S,Caine
8593,39/2 Gordon St,Glen Eira,,,1.0,385000.0,8/04/2017,S,Biggin
8594,9/39 Horne St,Glen Eira,1995.0,145.0,2.0,850000.0,8/04/2017,VB,Beller
8595,8/37 Victoria St,Glen Eira,1960.0,97.0,1.0,740000.0,8/04/2017,SP,Gary
8596,24 Clarence St,Glen Eira,1912.0,,2.0,1940000.0,20/05/2017,S,Biggin
8597,4/34 Horne St,Glen Eira,,,1.0,595000.0,29/04/2017,S,Hodges
8598,3/33 St Georges Rd,Glen Eira,1968.0,76.0,1.0,632500.0,29/04/2017,S,Gary
8599,4/88 Addison St,Port Phillip,1970.0,,1.0,687000.0,8/04/2017,SP,Biggin
8600,12/10 Docker St,Port Phillip,2008.0,125.0,2.0,1260000.0,8/04/2017,S,hockingstuart
8601,9/457 St Kilda St,Port Phillip,1970.0,,1.0,695000.0,8/04/2017,S,hockingstuart
8602,8/89 Addison St,Port Phillip,,,1.0,950000.0,13/05/2017,S,Whiting
8603,7/282 Barkly St,Port Phillip,1959.0,39.5,0.0,360000.0,13/05/2017,S,Biggin
8604,9 Kendall St,Port Phillip,,,2.0,1875000.0,13/05/2017,VB,Chisholm
8605,6/5 Alfriston St,Port Phillip,1960.0,,0.0,642000.0,20/05/2017,S,hockingstuart
8606,23 Byron St,Port Phillip,1900.0,138.0,1.0,1520000.0,20/05/2017,S,Chisholm
8607,13 Cyril St,Port Phillip,1910.0,,1.0,2275000.0,20/05/2017,S,Biggin
8608,14/125 Ormond Rd,Port Phillip,2001.0,92.0,2.0,800000.0,20/05/2017,SP,Buxton
8609,6/53 Tennyson St,Port Phillip,1960.0,76.0,1.0,500000.0,20/05/2017,SA,Morleys
8610,102/95 Ormond Rd,Port Phillip,2002.0,53.0,1.0,490000.0,29/04/2017,VB,McGrath
8611,10 Cowper St,Moonee Valley,1945.0,157.0,2.0,1291000.0,8/04/2017,S,Barry
8612,3 Madden St,Moonee Valley,,,1.0,810000.0,20/05/2017,S,Pagan
8613,5/15 Bulla Rd,Moonee Valley,1970.0,,1.0,415500.0,22/04/2017,S,Nelson
8614,60 Argyle St,Yarra,1990.0,136.0,1.0,1100000.0,8/04/2017,VB,Nelson
8615,29 Bell St,Yarra,1999.0,117.0,2.0,1350000.0,8/04/2017,S,Nelson
8616,320/416 Gore St,Yarra,,,1.0,600000.0,8/04/2017,VB,Nelson
8617,28 Greeves St,Yarra,1900.0,110.0,0.0,1350000.0,13/05/2017,VB,Jellis
8618,7B Hargreaves St,Yarra,,,1.0,2725000.0,13/05/2017,S,Jellis
8619,322 Young St,Yarra,2000.0,,1.0,1050000.0,20/05/2017,S,Nelson
8620,10/59 Young St,Yarra,2006.0,,2.0,1326000.0,20/05/2017,S,Nelson
8621,233 Gore St,Yarra,1900.0,,0.0,1200000.0,29/04/2017,SP,Brad
8622,503/185 Rose St,Yarra,,,1.0,681500.0,29/04/2017,SP,Jellis
8623,3 Birk Ct,Moreland,2010.0,168.0,1.0,680000.0,8/04/2017,S,Nelson
8624,3 Daffodil Ct,Moreland,,,2.0,741000.0,8/04/2017,S,Nelson
8625,7 Adelaide Bvd,Moreland,2003.0,170.0,2.0,990000.0,13/05/2017,S,Nelson
8626,13 Gowanbrae Dr,Moreland,2010.0,265.0,3.0,970000.0,29/04/2017,S,Nelson
8627,81 Johnstone St,Hume,1970.0,105.23,2.0,485000.0,8/04/2017,SP,Barry
8628,17 Bannister St,Hume,,,2.0,618000.0,20/05/2017,S,YPA
8629,49a Spence St,Brimbank,,,2.0,616000.0,22/04/2017,S,Barry
8630,7 Zagreb Ct,Brimbank,1980.0,150.0,2.0,773000.0,29/04/2017,S,Nelson
8631,303/62 Altona St,Melbourne,,,1.0,355000.0,8/04/2017,SP,Edward
8632,20 Bradfield La,Melbourne,2000.0,46.0,1.0,425000.0,8/04/2017,SA,Biggin
8633,217/71 Henry St,Melbourne,2012.0,70.0,1.0,535000.0,8/04/2017,SP,Pagan
8634,10/2 Howlett St,Melbourne,2000.0,86.0,1.0,500000.0,8/04/2017,S,Edward
8635,9/11 Smith St,Melbourne,2011.0,73.0,1.0,525000.0,13/05/2017,VB,Edward
8636,16 Altona St,Melbourne,,,0.0,1110000.0,20/05/2017,S,Nelson
8637,4/26 Barnett St,Melbourne,1997.0,101.0,1.0,917500.0,20/05/2017,S,Nelson
8638,109/18 Bent St,Melbourne,2012.0,,1.0,730000.0,20/05/2017,SP,Rendina
8639,2/2 McCracken St,Melbourne,,,0.0,811000.0,20/05/2017,SP,Biggin
8640,23 Wakefield St,Melbourne,,,1.0,1190000.0,20/05/2017,S,Rendina
8641,33 Chelmsford St,Melbourne,,,0.0,903000.0,22/04/2017,S,Rendina
8642,41 Kensington Rd,Melbourne,2003.0,125.0,1.0,902500.0,22/04/2017,S,Rendina
8643,33 McCracken St,Melbourne,,,1.0,1817000.0,22/04/2017,SP,Hodges
8644,2/75 McCracken St,Melbourne,1975.0,,1.0,528000.0,22/04/2017,S,Nelson
8645,420 Arden St,Melbourne,,,0.0,1000000.0,29/04/2017,VB,Nelson
8646,310/71 Henry St,Melbourne,,,1.0,380000.0,29/04/2017,VB,Edward
8647,33 McCracken St,Melbourne,,,1.0,1817000.0,29/04/2017,SP,Hodges
8648,26 Canterbury Rd,Port Phillip,,,0.0,1420000.0,8/04/2017,S,RT
8649,81 Carter St,Port Phillip,1900.0,,1.0,1335000.0,8/04/2017,S,Greg
8650,158 Neville St,Port Phillip,1900.0,80.0,0.0,1300000.0,8/04/2017,S,hockingstuart
8651,84 Hambleton St,Port Phillip,,,2.0,2860000.0,20/05/2017,S,Chisholm
8652,129 Hambleton St,Port Phillip,,,0.0,1630000.0,29/04/2017,S,Cayzer
8653,23 Nimmo St,Port Phillip,1890.0,146.0,1.0,2250000.0,29/04/2017,VB,Marshall
8654,6 Cooma St,Kingston,,,1.0,1035000.0,8/04/2017,S,McGrath
8655,28 Grandview Gr,Kingston,1956.0,,2.0,1321000.0,8/04/2017,S,Charlton
8656,3/29 Fiddes St,Kingston,2001.0,101.0,1.0,742500.0,13/05/2017,S,Buxton
8657,239 Chesterville Rd,Kingston,1970.0,104.0,2.0,860000.0,22/04/2017,SA,Hodges
8658,41 Chapman St,Melbourne,1900.0,245.0,1.0,2161000.0,13/05/2017,S,Nelson
8659,5 Murphy St,Melbourne,1968.0,95.0,1.0,1485000.0,20/05/2017,S,Jellis
8660,649 Queensberry St,Melbourne,1890.0,65.0,0.0,940000.0,29/04/2017,S,JMRE
8661,8 Lido Ct,Kingston,1960.0,132.0,1.0,770000.0,8/04/2017,S,C21
8662,272 Warrigal Rd,Monash,1950.0,,2.0,985100.0,8/04/2017,S,Gary
8663,4 Dalgan St,Monash,1950.0,161.0,4.0,1410000.0,13/05/2017,S,Buxton
8664,2/15 Golf Rd,Monash,,,2.0,815000.0,13/05/2017,S,Woodards
8665,2 Kaybrook Ct,Monash,1950.0,146.0,4.0,1042500.0,22/04/2017,S,Woodards
8666,7A Brunel St,Hobsons Bay,,,2.0,815000.0,13/05/2017,S,Williams
8667,2/17 Greene St,Hobsons Bay,1970.0,,1.0,321000.0,13/05/2017,SP,Jas
8668,63 Saltley St,Hobsons Bay,,,0.0,995000.0,20/05/2017,S,Burnham
8669,14 Vernon St,Hobsons Bay,,,3.0,1290000.0,20/05/2017,S,Jas
8670,2/17 Greene St,Hobsons Bay,1970.0,,1.0,300000.0,22/04/2017,PI,Jas
8671,2402/163 City Rd,Melbourne,,,1.0,505000.0,8/04/2017,S,Dixon
8672,4/5 Miles St,Melbourne,1998.0,75.0,1.0,595000.0,8/04/2017,S,RT
8673,51/88 Wells St,Melbourne,1995.0,79.0,1.0,580000.0,8/04/2017,VB,MICM
8674,9/120 Sturt St,Melbourne,1994.0,70.0,1.0,580000.0,13/05/2017,SA,William
8675,50 Hick St,Hobsons Bay,,,3.0,1320000.0,8/04/2017,S,Jas
8676,4/36 Robert St,Hobsons Bay,1980.0,37.0,1.0,380000.0,8/04/2017,S,Jas
8677,14 Robb St,Hobsons Bay,1900.0,115.0,0.0,1100000.0,13/05/2017,SP,Greg
8678,1/39 Stephenson St,Hobsons Bay,2003.0,120.0,1.0,660000.0,22/04/2017,S,RT
8679,7/49 Bruce St,Stonnington,,,1.0,867000.0,8/04/2017,S,Jellis
8680,18/76 Mathoura Rd,Stonnington,,,1.0,552000.0,8/04/2017,S,Nelson
8681,9/723 Orrong Rd,Stonnington,1960.0,105.0,1.0,655000.0,8/04/2017,S,Rodney
8682,5/3 Tahara Rd,Stonnington,1940.0,94.0,1.0,840000.0,8/04/2017,S,hockingstuart
8683,2/619 Toorak Rd,Stonnington,1990.0,119.0,2.0,1010000.0,8/04/2017,PI,Marshall
8684,1/48 Mathoura Rd,Stonnington,,,0.0,650000.0,13/05/2017,S,Hodges
8685,4 Leighton Ct,Stonnington,1950.0,,1.0,2400000.0,20/05/2017,PI,Marshall
8686,680 Orrong Rd,Stonnington,,,2.0,3600000.0,20/05/2017,PI,RT
8687,6/696 Orrong Rd,Stonnington,1970.0,,1.0,750000.0,20/05/2017,PI,Williams
8688,73/145 Canterbury Rd,Stonnington,,,1.0,247500.0,22/04/2017,SA,RT
8689,32/637 Orrong Rd,Stonnington,1970.0,131.0,1.0,1320000.0,29/04/2017,S,Gary
8690,4/5 Selwyn Ct,Stonnington,1980.0,,2.0,922500.0,29/04/2017,S,Rodney
8691,14/3 Struan St,Stonnington,,,1.0,760000.0,29/04/2017,S,Jellis
8692,5/46 Kororoit Creek Rd,Hobsons Bay,1979.0,,1.0,546000.0,8/04/2017,S,Williams
8693,2/60 Kororoit Creek Rd,Hobsons Bay,2001.0,141.0,2.0,670000.0,8/04/2017,VB,Jas
8694,5 Nicosia Ct,Hobsons Bay,2003.0,249.0,5.0,1070000.0,8/04/2017,PI,Williams
8695,27 Champion Rd,Hobsons Bay,1950.0,160.0,1.0,1575000.0,13/05/2017,S,Sweeney
8696,40 Florence St,Hobsons Bay,,,3.0,1520000.0,13/05/2017,SP,Williams
8697,2/60 Kororoit Creek Rd,Hobsons Bay,2001.0,141.0,2.0,720000.0,13/05/2017,SP,Jas
8698,4 Walter St,Hobsons Bay,1990.0,159.0,3.0,1045000.0,29/04/2017,S,Williams
8699,14/27 Lewisham Rd,Stonnington,1965.0,79.0,1.0,585000.0,8/04/2017,S,hockingstuart
8700,2/6 The Avenue,Stonnington,,,1.0,690000.0,13/05/2017,S,Nelson
