sale_no,Address,CouncilArea,Car,Price,Date,Method,SellerG,Suburb,Regionname,Postcode,Propertycount,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize,YearBuilt,BuildingArea
6934,1/80 Argyle St,Moreland,3,540000.0,24/09/2016,S,hockingstuart,Fawkner,Northern Metropolitan,3060.0,5070,-37.7172,144.968,12.4,u,4,4,2,209.0,1960,120.0
6936,34a Preston St,Moreland,2,631000.0,24/09/2016,S,hockingstuart,Fawkner,Northern Metropolitan,3060.0,5070,-37.6994,144.9686,12.4,h,3,3,2,297.0,2012,133.0
6938,256 McBryde St,Moreland,4,640000.0,25/02/2017,SP,YPA,Fawkner,Northern Metropolitan,3060.0,5070,-37.6985,144.9778,12.4,h,3,3,1,533.0,1965,135.0
6942,6 Brockley Rd,Moreland,2,575000.0,27/06/2016,S,Stockdale,Fawkner,Northern Metropolitan,3060.0,5070,-37.7164,144.9666,12.4,h,2,2,1,621.0,1960,109.0
6943,2 Murray St,Moreland,2,562000.0,27/06/2016,S,Stockdale,Fawkner,Northern Metropolitan,3060.0,5070,-37.7056,144.9671,12.4,h,4,4,2,374.0,2005,136.0
6944,106 William St,Moreland,2,620000.0,27/06/2016,S,Stockdale,Fawkner,Northern Metropolitan,3060.0,5070,-37.6978,144.9686,12.4,h,3,3,1,604.0,1970,190.0
6946,12 Selola Ct,Moreland,1,652500.0,27/11/2016,PI,hockingstuart,Fawkner,Northern Metropolitan,3060.0,5070,-37.6968,144.9674,12.4,h,3,3,1,592.0,1960,113.0
6947,13 Brockley Rd,Moreland,2,1010000.0,28/05/2016,S,Stockdale,Fawkner,Northern Metropolitan,3060.0,5070,-37.716,144.9663,12.4,h,4,4,2,607.0,2015,338.0
6949,1/26 Tucker St,Moreland,1,492000.0,28/08/2016,S,Ray,Fawkner,Northern Metropolitan,3060.0,5070,-37.7092,144.9695,12.4,t,3,3,1,208.0,2011,107.0
6950,2/11 Dowling St,Moreland,1,422500.0,30/07/2016,S,Ray,Fawkner,Northern Metropolitan,3060.0,5070,-37.7062,144.9688,12.4,u,3,3,2,195.0,2000,91.0
6958,66 Roseberry St,Boroondara,2,1865000.0,4/03/2017,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8269,145.0496,7.5,h,3,3,2,431.0,1950,120.0
6959,748 Burwood Rd,Boroondara,2,1700000.0,6/08/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.825,145.0536,7.5,h,5,5,3,431.0,1920,203.0
6963,310 Riversdale Rd,Boroondara,2,1450000.0,7/05/2016,PI,hockingstuart,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8305,145.0475,7.5,h,3,3,2,466.0,1915,176.0
6964,5/305 Riversdale Rd,Boroondara,1,490000.0,7/11/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8301,145.0475,7.5,u,2,2,1,0.0,1970,72.0
6964,5/305 Riversdale Rd,Boroondara,1,490000.0,7/11/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.83012,145.04751000000005,6.2,u,2,2,1,1324.0,1970,72.0
6965,10/26 Redfern Rd,Boroondara,2,1110000.0,8/10/2016,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8302,145.0525,7.5,t,3,3,2,94.0,2005,169.0
6967,58 Auburn Gr,Boroondara,2,3100000.0,10/09/2016,S,Kay,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.826,145.0498,7.5,h,4,3,2,640.0,1907,232.0
6968,7/11 Harts Pde,Boroondara,1,555000.0,10/09/2016,PI,Noel,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8318,145.0448,7.5,u,2,2,1,0.0,1970,69.0
6970,503 Tooronga Rd,Boroondara,1,1700000.0,10/09/2016,VB,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8337,145.0469,7.5,h,3,3,2,646.0,1980,228.0
6971,20 Beaconsfield Rd,Boroondara,2,1585000.0,10/12/2016,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8322,145.0486,7.5,h,2,2,1,390.0,1935,102.0
6972,1/1 Clifton Rd,Boroondara,1,935000.0,10/12/2016,PI,Noel,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8435,145.0497,7.5,u,3,3,2,144.0,1975,107.0
6973,5/75 Harold St,Boroondara,1,460000.0,10/12/2016,VB,Fletchers,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8278,145.0565,7.5,u,2,2,1,0.0,1967,55.0
6977,16 Leura Gr,Boroondara,2,2800000.0,12/11/2016,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8374,145.0486,7.5,h,4,4,1,764.0,1940,171.0
6979,1/17 Auburn Gr,Boroondara,1,573000.0,13/08/2016,S,Kay,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8254,145.047,7.5,u,2,2,1,0.0,1970,60.0
6980,4/161 Victoria Rd,Boroondara,1,680000.0,13/08/2016,VB,hockingstuart,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8233,145.0575,7.5,u,2,2,1,0.0,1945,110.0
6981,63 Victoria Rd,Boroondara,2,2250000.0,14/05/2016,PI,RT,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8223,145.0494,7.5,h,5,5,2,452.0,1902,319.0
6982,36 Invermay Gr,Boroondara,2,2381000.0,15/10/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8332,145.0461,7.5,h,4,4,2,457.0,1900,166.0
6983,1/36 Pleasant Rd,Boroondara,2,1738000.0,15/10/2016,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8348,145.0503,7.5,t,4,4,3,324.0,2002,241.0
6985,16/36 Anderson Rd,Boroondara,1,735000.0,16/04/2016,S,Noel,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8414,145.0505,7.5,u,3,2,1,0.0,1970,95.0
6988,40 Campbell Gr,Boroondara,2,1420000.0,17/09/2016,PI,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8337,145.0504,7.5,h,3,3,1,362.0,1910,130.0
6989,12/82 Campbell Rd,Boroondara,1,400000.0,17/09/2016,VB,Noel,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8339,145.0548,7.5,u,2,1,1,0.0,1965,60.0
6992,45 Roseberry St,Boroondara,0,1335000.0,17/09/2016,S,Fletchers,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8265,145.0484,7.5,h,2,2,1,229.0,1900,70.0
6993,66 Roseberry St,Boroondara,2,1825000.0,17/09/2016,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8269,145.0496,7.5,h,3,3,2,431.0,1950,120.0
6995,2/2 Clifton Rd,Boroondara,1,840000.0,18/03/2017,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.844,145.0496,7.5,u,2,2,1,150.0,1969,99.0
6998,797 Burwood Rd,Boroondara,2,3500000.0,18/06/2016,VB,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8245,145.0524,7.5,h,5,4,2,1250.0,2000,360.0
6999,16/799 Burwood Rd,Boroondara,1,444000.0,18/06/2016,S,LITTLE,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8245,145.0527,7.5,u,2,2,1,0.0,1970,68.0
7001,11 Council St,Boroondara,1,1320000.0,18/06/2016,VB,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8302,145.0542,7.5,h,3,3,2,213.0,1890,162.0
7002,18 Gillman St,Boroondara,2,1890000.0,18/06/2016,PI,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8257,145.0514,7.5,h,3,3,1,477.0,1880,173.0
7004,336 Riversdale Rd,Boroondara,1,2450000.0,19/11/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8307,145.0498,7.5,h,4,4,2,697.0,1905,172.0
7005,3/859 Toorak Rd,Boroondara,2,1590000.0,19/11/2016,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8451,145.0525,7.5,t,3,3,2,289.0,2010,181.0
7006,13 Clive Rd,Boroondara,2,2450000.0,22/05/2016,VB,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8319,145.0503,7.5,h,4,3,3,523.0,1955,316.0
7011,4/43 Clifton Rd,Boroondara,1,706000.0,22/08/2016,S,hockingstuart,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8437,145.0536,7.5,u,2,2,1,172.0,1960,90.0
7012,3 Jaques St,Boroondara,3,2500000.0,22/08/2016,VB,RT,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8176,145.0548,7.5,h,5,5,3,757.0,1925,240.0
7013,91 Rathmines Rd,Boroondara,2,2350000.0,22/08/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8204,145.0516,7.5,h,4,4,2,556.0,1900,220.0
7014,24 Wiseman St,Boroondara,2,1385000.0,22/08/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8373,145.0455,7.5,h,2,2,1,326.0,1940,113.0
7015,5/107 Victoria Rd,Boroondara,1,655250.0,23/04/2016,SP,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8227,145.0528,7.5,u,2,2,1,1153.0,1970,69.0
7016,4 Temple St,Boroondara,0,1666000.0,24/09/2016,S,Noel,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8219,145.0556,7.5,h,6,6,2,350.0,1900,198.0
7017,4/3 Brookfield Ct,Boroondara,1,430000.0,25/02/2017,S,Jellis,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8343,145.0547,7.5,u,1,1,1,2276.0,1950,58.0
7019,8/423 Tooronga Rd,Boroondara,1,505000.0,27/06/2016,S,Greg,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.839,145.0459,7.5,u,2,2,1,0.0,1965,78.0
7022,20 Stewart St,Boroondara,1,1650000.0,27/11/2016,S,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8225,145.0551,7.5,h,3,3,1,354.0,1900,115.0
7023,5/80 Campbell Rd,Boroondara,0,371000.0,28/05/2016,PI,O'Donoghues,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8338,145.0545,7.5,u,1,1,1,917.0,1970,44.0
7025,61 Roseberry St,Boroondara,1,1625000.0,28/05/2016,SP,Marshall,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8266,145.0493,7.5,h,3,3,2,255.0,1890,115.0
7029,2/60 Rathmines Rd,Boroondara,1,975000.0,30/07/2016,VB,Fletchers,Hawthorn East,Southern Metropolitan,3123.0,6482,-37.8204,145.0489,7.5,h,3,3,1,211.0,1990,120.0
7030,5/68 Brown St,Banyule,1,546500.0,3/12/2016,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7519,145.0687,10.6,u,2,2,1,132.0,1972,69.0
7032,22 Almay Gr,Banyule,1,1220000.0,6/08/2016,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7504,145.0643,10.6,h,3,3,1,858.0,1960,136.0
7033,4/71 Rosanna Rd,Banyule,2,550000.0,6/08/2016,PI,hockingstuart,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7519,145.0696,10.6,t,3,2,1,235.0,1990,123.0
7035,4/51 Yarra St,Banyule,1,705000.0,6/08/2016,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7587,145.0657,10.6,t,2,2,1,182.0,1973,110.0
7038,7/75 Rosanna Rd,Banyule,1,490000.0,10/12/2016,PI,Purplebricks,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7518,145.0698,10.6,h,2,2,1,187.0,1980,89.0
7040,13 Hodgson St,Banyule,2,1110000.0,12/11/2016,S,Nelson,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.752,145.0722,10.6,h,3,3,1,600.0,1950,190.0
7041,3/43 Rosanna Rd,Banyule,2,540000.0,12/11/2016,PI,William,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7538,145.0695,10.6,u,2,2,1,153.0,1972,97.0
7042,13 Edgar St,Banyule,2,750000.0,16/04/2016,VB,Nelson,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7494,145.0703,10.6,h,3,3,1,577.0,1955,140.0
7047,6 Bolden St,Banyule,2,1401000.0,19/11/2016,S,Nelson,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7539,145.0577,10.6,h,5,5,2,580.0,1940,222.0
7052,10 Cleve Gr,Banyule,1,1195000.0,24/09/2016,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7507,145.062,10.6,h,3,3,1,662.0,1950,159.0
7057,3/10 Edgar St,Banyule,1,690000.0,25/02/2017,SP,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7489,145.07,10.6,t,2,2,1,110.0,2010,88.0
7058,57 Martin St,Banyule,1,1375000.0,25/02/2017,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7502,145.0605,10.6,h,3,3,1,639.0,1965,115.0
7059,14 Adamson St,Banyule,1,1400000.0,27/11/2016,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.74800000000001,145.0625,10.6,h,3,3,1,827.0,1952,109.0
7060,2/3 Andrews St,Banyule,2,475000.0,28/05/2016,S,Stockdale,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7502,145.069,10.6,u,2,2,1,247.0,1974,68.0
7061,36 Buckingham Dr,Banyule,2,1030000.0,30/07/2016,S,Miles,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7501,145.0822,10.6,h,3,5,3,649.0,2017,357.0
7063,34 Quinn St,Banyule,2,1125000.0,30/07/2016,VB,Ray,Heidelberg,Eastern Metropolitan,3084.0,2890,-37.7502,145.0718,10.6,h,3,3,1,0.0,1950,125.0
7064,271 The Boulevard,Banyule,2,3850000.0,3/12/2016,SP,Miles,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7769,145.0605,9.0,h,5,5,4,2064.0,1951,405.0
7065,24 Flora Gr,Banyule,1,1605000.0,6/08/2016,S,Miles,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7741,145.0506,9.0,h,3,3,1,624.0,1950,117.0
7066,5/3 Rotherwood Rd,Banyule,1,470000.0,6/08/2016,VB,Nelson,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7713,145.0499,9.0,u,2,2,1,1473.0,1960,65.0
7068,41 McArthur Rd,Banyule,3,1740000.0,7/11/2016,S,Miles,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7759,145.063,9.0,h,4,4,3,948.0,1960,249.0
7069,44 Keam St,Banyule,2,1660000.0,8/10/2016,S,Fletchers,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7679,145.0673,9.0,h,4,4,2,830.0,1950,315.0
7071,31 Keam St,Banyule,2,2200000.0,12/11/2016,S,Miles,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7689,145.0665,9.0,h,4,4,2,1004.0,1935,247.0
7074,10 Carmichael St,Banyule,2,1875000.0,18/06/2016,PI,Nelson,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7719,145.0582,9.0,h,4,4,3,583.0,1975,318.0
7075,333 The Boulevard,Banyule,3,1797000.0,22/05/2016,S,hockingstuart,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.7793,145.0654,9.0,h,5,4,3,826.0,1955,250.0
7076,1/169 Lower Heidelberg Rd,Banyule,1,1050000.0,22/08/2016,VB,Nelson,Ivanhoe East,Eastern Metropolitan,3079.0,1554,-37.772,145.0538,9.0,t,3,3,2,180.0,2012,165.0
7078,39 Emu Pde,Hume,0,551000.0,4/03/2017,S,YPA,Jacana,Northern Metropolitan,3047.0,851,-37.6885,144.9092,14.5,h,3,3,1,610.0,1955,121.0
7079,147 Sunset Bvd,Hume,2,350000.0,7/05/2016,PI,Barry,Jacana,Northern Metropolitan,3047.0,851,-37.6866,144.9086,14.5,h,3,3,1,600.0,1950,110.0
7081,108 Sunset Bvd,Hume,2,425000.0,16/04/2016,S,Barry,Jacana,Northern Metropolitan,3047.0,851,-37.687,144.9084,14.5,h,3,3,1,650.0,1975,90.0
7083,3 Fidge Ct,Hume,2,600000.0,22/05/2016,S,Woodards,Jacana,Northern Metropolitan,3047.0,851,-37.6904,144.9121,14.5,h,3,3,1,647.0,1960,173.0
7084,15 Bliburg St,Hume,1,460000.0,24/09/2016,PI,Eview,Jacana,Northern Metropolitan,3047.0,851,-37.6889,144.9109,14.5,h,3,3,1,601.0,1960,92.0
7085,1 Robinson St,Hume,3,611000.0,25/02/2017,S,Barry,Jacana,Northern Metropolitan,3047.0,851,-37.6862,144.91299999999995,14.5,h,3,3,1,624.0,1966,93.0
7086,25 Bliburg St,Hume,2,495000.0,27/11/2016,S,YPA,Jacana,Northern Metropolitan,3047.0,851,-37.6878,144.9112,14.5,h,3,3,1,598.0,1965,92.0
7087,17 Sunset Bvd,Hume,2,472500.0,28/05/2016,S,YPA,Jacana,Northern Metropolitan,3047.0,851,-37.6909,144.9136,14.5,h,2,2,1,729.0,1960,88.0
7089,1/21 The Fairway,Darebin,1,480000.0,3/12/2016,PI,Darren,Kingsbury,Northern Metropolitan,3083.0,1414,-37.7133,145.0374,12.4,u,3,3,2,218.0,2004,110.0
7090,46 Dunne St,Darebin,1,980000.0,8/10/2016,S,Barry,Kingsbury,Northern Metropolitan,3083.0,1414,-37.7143,145.039,12.4,h,3,2,1,907.0,1960,165.0
7093,101 The Fairway,Darebin,1,610000.0,12/11/2016,S,Ray,Kingsbury,Northern Metropolitan,3083.0,1414,-37.7126,145.03,12.4,h,4,4,1,465.0,1970,120.0
7093,101 The Fairway,Darebin,1,610000.0,12/11/2016,S,Ray,Kingsbury,Northern Metropolitan,3083.0,1414,-37.7126,145.02996000000005,12.1,h,4,4,1,467.0,1970,120.0
7096,93 The Fairway,Darebin,1,607500.0,28/08/2016,S,Barry,Kingsbury,Northern Metropolitan,3083.0,1414,-37.7125,145.0306,12.4,h,3,3,2,468.0,1970,153.0
7098,1/68 Edgar St,Maribyrnong,1,677200.0,3/12/2016,SP,Sweeney,Kingsville,Western Metropolitan,3012.0,1808,-37.8115,144.8763,7.8,h,2,2,2,180.0,2011,179.0
7099,134 Chirnside St,Maribyrnong,2,1155000.0,4/06/2016,S,Jas,Kingsville,Western Metropolitan,3012.0,1808,-37.8108,144.8819,7.8,h,3,2,2,269.0,1915,123.0
7100,4 Chirnside St,Maribyrnong,1,817000.0,6/08/2016,S,Village,Kingsville,Western Metropolitan,3012.0,1808,-37.8046,144.8831,7.8,h,3,2,1,259.0,1940,105.0
7101,132 Coronation St,Maribyrnong,2,1035000.0,6/08/2016,SP,Village,Kingsville,Western Metropolitan,3012.0,1808,-37.8118,144.8801,7.8,h,3,3,2,275.0,1920,145.0
7102,104 Williamstown Rd,Maribyrnong,1,677500.0,7/05/2016,S,Jas,Kingsville,Western Metropolitan,3012.0,1808,-37.8083,144.8841,7.8,h,2,2,1,224.0,1915,89.0
7104,200 Somerville Rd,Maribyrnong,1,760000.0,10/12/2016,PI,Chambers,Kingsville,Western Metropolitan,3012.0,1808,-37.8123,144.8805,7.8,h,3,3,1,350.0,1950,114.0
7105,52a Williamstown Rd,Maribyrnong,0,730000.0,12/11/2016,S,Village,Kingsville,Western Metropolitan,3012.0,1808,-37.8058,144.8846,7.8,h,2,2,2,84.0,1900,130.0
7107,2/15 Edgar St,Maribyrnong,1,440000.0,15/10/2016,S,hockingstuart,Kingsville,Western Metropolitan,3012.0,1808,-37.8083,144.8775,7.8,u,2,2,1,117.0,2008,74.0
7108,309 Geelong Rd,Maribyrnong,1,685000.0,17/09/2016,SP,Village,Kingsville,Western Metropolitan,3012.0,1808,-37.8068,144.8782,7.8,h,2,2,1,220.0,1890,219.0
7110,2/57 Kingsville St,Maribyrnong,1,210000.0,18/03/2017,S,Jas,Kingsville,Western Metropolitan,3012.0,1808,-37.81,144.8786,7.8,u,1,1,1,0.0,1970,36.0
7111,74 Chirnside St,Maribyrnong,0,1340000.0,19/11/2016,S,Jas,Kingsville,Western Metropolitan,3012.0,1808,-37.8079,144.8825,7.8,h,3,3,2,272.0,1915,132.0
7112,12 Williamstown Rd,Maribyrnong,1,925000.0,19/11/2016,S,Sweeney,Kingsville,Western Metropolitan,3012.0,1808,-37.8039,144.8849,7.8,h,4,4,2,276.0,1948,4.0
7114,72 Chirnside St,Maribyrnong,1,1275000.0,24/09/2016,SP,Jas,Kingsville,Western Metropolitan,3012.0,1808,-37.8078,144.8825,7.8,h,4,4,2,274.0,1910,172.0
7115,57 Wales St,Maribyrnong,1,925000.0,24/09/2016,SP,Village,Kingsville,Western Metropolitan,3012.0,1808,-37.8085,144.8802,7.8,h,3,3,1,275.0,1920,100.0
7116,22 Coronation St,Maribyrnong,1,1336000.0,26/07/2016,S,Jas,Kingsville,Western Metropolitan,3012.0,1808,-37.8066,144.8811,7.8,h,4,3,2,343.0,1920,109.0
7117,2/35 Kingsville St,Maribyrnong,1,200000.0,30/07/2016,VB,Greg,Kingsville,Western Metropolitan,3012.0,1808,-37.8089,144.8788,7.8,u,1,1,1,0.0,1960,38.0
7118,1/22 Gerald St,Glen Eira,2,1100000.0,4/03/2017,SP,hockingstuart,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8958,145.0696,12.1,t,4,4,3,286.0,1990,160.0
7121,3 Churchill Cl,Glen Eira,2,1160000.0,4/06/2016,S,hockingstuart,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.9043,145.0622,12.1,t,3,3,2,302.0,2000,172.0
7123,9 Stewart St,Glen Eira,1,820000.0,4/06/2016,PI,Woodards,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8968,145.075,12.1,h,3,2,1,274.0,1925,107.0
7125,2/11 Howe St,Glen Eira,1,740000.0,6/08/2016,S,Buxton,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8955,145.07299999999995,12.1,u,2,2,1,161.0,1980,89.0
7126,1d Bute St,Glen Eira,1,975000.0,7/05/2016,S,Woodards,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8936,145.0709,12.1,u,3,3,2,277.0,1975,109.0
7127,38 Dalny Rd,Glen Eira,2,1060000.0,7/05/2016,PI,hockingstuart,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.9027,145.0684,12.1,h,3,3,1,595.0,1957,130.0
7128,4/16 Rosella St,Glen Eira,2,680000.0,7/05/2016,S,Buxton,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8936,145.0725,12.1,u,2,2,1,275.0,1975,94.0
7130,15 Thaxted Rd,Glen Eira,2,1430000.0,10/12/2016,PI,Woodards,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8991,145.0686,12.1,h,3,3,1,618.0,1960,163.0
7132,17 Howe St,Glen Eira,2,1370000.0,12/11/2016,S,Woodards,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8959,145.0736,12.1,h,3,3,2,834.0,1954,168.0
7133,22/41 Murrumbeena Rd,Glen Eira,2,605000.0,12/11/2016,SP,Fletchers,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8882,145.0666,12.1,u,2,2,2,5289.0,2013,72.0
7137,21 Ardyne St,Glen Eira,2,1610000.0,15/10/2016,S,Ray,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8932,145.0681,12.1,h,4,4,2,660.0,1920,167.0
7142,14/24 Rosella St,Glen Eira,1,256500.0,18/06/2016,S,Gary,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8944,145.0733,12.1,u,1,1,1,0.0,1966,37.0
7145,22 Brett St,Glen Eira,2,1300000.0,22/08/2016,PI,Buxton,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.9055,145.0691,12.1,h,5,5,2,683.0,1960,223.0
7146,3/19 Howe St,Glen Eira,1,835000.0,22/08/2016,SP,Matthew,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8966,145.0737,12.1,u,3,3,1,181.0,1975,104.0
7148,32 Leura St,Glen Eira,1,861500.0,24/09/2016,S,hockingstuart,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.9033,145.0727,12.1,h,2,2,2,293.0,2004,125.0
7149,116/41 Murrumbeena Rd,Glen Eira,1,500000.0,24/09/2016,VB,Beller,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8882,145.0666,12.1,u,2,2,2,5289.0,2013,70.0
7151,1 Donal St,Glen Eira,2,1400000.0,25/02/2017,VB,hockingstuart,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.906,145.07399999999996,12.1,h,4,4,2,557.0,1955,178.0
7153,2/15 Melbourne St,Glen Eira,1,603000.0,26/07/2016,S,Anderson,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8894,145.0679,12.1,u,2,4,1,102.0,1960,92.0
7155,49 Dalny Rd,Glen Eira,2,1100000.0,27/06/2016,VB,hockingstuart,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.902,145.0705,12.1,h,3,3,2,506.0,1950,169.0
7158,22 Victory St,Glen Eira,2,1090000.0,27/11/2016,S,Gary,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.9031,145.0668,12.1,h,3,3,2,553.0,1960,138.0
7160,525a Neerim Rd,Glen Eira,2,1800000.0,28/05/2016,PI,Ray,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8916,145.0753,12.1,h,4,4,2,990.0,2003,267.0
7163,4/1 Howe St,Glen Eira,1,745500.0,30/07/2016,S,Buxton,Murrumbeena,Southern Metropolitan,3163.0,4442,-37.8947,145.0722,12.1,t,2,2,1,186.0,1980,110.0
7165,208 Booran Rd,Glen Eira,2,1401000.0,3/12/2016,SP,Noel,Ormond,Southern Metropolitan,3204.0,3578,-37.8986,145.0359,11.8,h,3,3,2,650.0,1950,150.0
7166,17 Murray Rd,Glen Eira,2,2250000.0,3/12/2016,PI,Marshall,Ormond,Southern Metropolitan,3204.0,3578,-37.9062,145.0263,11.8,h,4,4,1,903.0,1985,235.0
7167,37 Thompson St,Glen Eira,2,1715000.0,3/12/2016,S,Buxton,Ormond,Southern Metropolitan,3204.0,3578,-37.9035,145.028,11.8,h,4,4,2,705.0,1922,226.0
7169,7/30 Walsh St,Glen Eira,1,250000.0,4/02/2016,VB,Ray,Ormond,Southern Metropolitan,3204.0,3578,-37.9028,145.0475,11.8,u,1,1,1,0.0,1960,36.0
7173,9 Queen St,Glen Eira,1,1920000.0,4/06/2016,S,Buxton,Ormond,Southern Metropolitan,3204.0,3578,-37.9066,145.0354,11.8,h,4,3,1,805.0,1925,808.0
7175,15 Tyrone St,Glen Eira,1,1918000.0,6/08/2016,S,Buxton,Ormond,Southern Metropolitan,3204.0,3578,-37.9065,145.0461,11.8,h,4,4,2,678.0,1920,162.0
7176,2/27 Wheeler St,Glen Eira,1,900000.0,6/08/2016,S,hockingstuart,Ormond,Southern Metropolitan,3204.0,3578,-37.906,145.04,11.8,u,3,3,1,265.0,1990,91.0
7180,37 Lewis St,Glen Eira,2,1770000.0,10/09/2016,S,hockingstuart,Thornbury,Northern Metropolitan,3071.0,8870,-37.7574,144.9854,6.5,h,3,2,1,327.0,1950,142.0
7180,37 Lewis St,Glen Eira,2,1770000.0,10/09/2016,S,hockingstuart,Ormond,Southern Metropolitan,3204.0,3578,-37.9088,145.0471,11.8,h,3,3,2,667.0,1950,142.0
7183,44 Thompson St,Glen Eira,2,1250000.0,10/09/2016,S,hockingstuart,Ormond,Southern Metropolitan,3204.0,3578,-37.903,145.0285,11.8,t,3,3,2,326.0,2000,188.0
