Suburb,Address,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize
Hadfield,5A Neil St,-37.7114,144.9396,12.1,t,3,3.0,2.0,240.0
Hampton,82 Highett Rd,-37.9462,145.0193,13.7,h,3,3.0,1.0,681.0
Hampton,15 Littlewood St,-37.9346,145.0049,13.7,h,3,3.0,2.0,766.0
Hampton,4 Brand St,-37.9449,145.0167,13.7,t,4,4.0,2.0,351.0
Hampton,14 Field St,-37.9453,145.0176,13.7,h,3,3.0,2.0,699.0
Hampton,37 Prince St,-37.9338,145.0143,13.7,h,2,2.0,1.0,650.0
Hampton,4/8 Willis St,-37.9365,145.0008,13.7,t,2,2.0,2.0,516.0
Hampton,125 Linacre Rd,-37.9436,145.0169,13.7,h,4,4.0,3.0,684.0
Hampton,2/34 Linacre Rd,-37.9427,145.0052,13.7,u,2,2.0,1.0,136.0
Hampton,10 Valerian St,-37.9449,145.02,13.7,h,3,3.0,1.0,611.0
Hampton,1/12 Grenville St,-37.9354,144.9994,13.7,u,2,2.0,1.0,90.0
Hampton,6 Orlando St,-37.9411,145.0011,13.7,h,3,3.0,1.0,251.0
Hampton,3 Willis St,-37.9358,144.9996,13.7,h,2,2.0,1.0,171.0
Hawthorn,7 Colvin Gr,-37.8139,145.0243,4.6,h,3,3.0,1.0,338.0
Hawthorn,1/54 Liddiard St,-37.8194,145.0397,4.6,u,1,1.0,1.0,0.0
Hawthorn,9/10 Brook St,-37.8159,145.0194,4.6,u,2,2.0,1.0,1063.0
Hawthorn,3/3 Glenroy Rd,-37.8294,145.033,4.6,u,1,1.0,1.0,918.0
Hawthorn,15/9 Lisson Gr,-37.8261,145.0269,4.6,u,2,2.0,1.0,2679.0
Hawthorn,5/81 morang Rd,-37.826,145.0239,4.6,u,1,1.0,1.0,0.0
Hawthorn,17/17 Park St,-37.8198,145.0373,4.6,u,1,1.0,1.0,322.0
Hawthorn,28/168 Power St,-37.8254,145.0255,4.6,u,1,1.0,1.0,6494.0
Hawthorn,4/162 Barkers Rd,-37.8143,145.0319,4.6,h,1,1.0,1.0,0.0
Hawthorn,31 Smart St,-37.8163,145.0251,4.6,h,2,2.0,1.0,221.0
Hawthorn,12/5 Summerlea Gr,-37.8292,145.0322,4.6,u,1,1.0,1.0,479.0
Hawthorn,6/40 Wattle Rd,-37.8255,145.029,4.6,t,3,3.0,2.0,126.0
Hawthorn,95 Church St,-37.8162,145.0206,4.6,h,3,3.0,1.0,269.0
Hawthorn,32 College St,-37.8173,145.0246,4.6,h,2,2.0,1.0,201.0
Hawthorn,12 Hunter St,-37.8287,145.0419,4.6,h,3,3.0,2.0,254.0
Hawthorn,4 Manchester St,-37.8288,145.0398,4.6,h,3,3.0,1.0,368.0
Hawthorn,54 Manningtree Rd,-37.8237,145.0311,4.6,h,4,4.0,1.0,383.0
Hawthorn,10/352 Auburn Rd,-37.832,145.0431,4.6,u,2,2.0,1.0,0.0
Hawthorn East,25 Myrniong Gr,-37.8395,145.0534,7.5,h,5,5.0,3.0,858.0
Hawthorn East,18/36 Anderson Rd,-37.8414,145.0505,7.5,u,3,3.0,1.0,0.0
Hawthorn East,6/36 Auburn Gr,-37.8259,145.0483,7.5,u,2,2.0,1.0,710.0
Hawthorn East,4/26 Redfern Rd,-37.8302,145.0527,7.5,t,3,3.0,2.0,0.0
Hawthorn East,1002/480 Riversdale Rd,-37.8315,145.0559,7.5,u,2,2.0,2.0,0.0
Hawthorn East,8/107 Victoria Rd,-37.8227,145.0528,7.5,u,1,1.0,1.0,2306.0
Hawthorn East,21 Broomfield Rd,-37.8309,145.0451,7.5,h,3,3.0,1.0,305.0
Hawthorn East,8 Fairmount Rd,-37.8355,145.04399999999995,7.5,h,2,2.0,1.0,325.0
Hawthorn East,41 Leura Gr,-37.8374,145.0511,7.5,h,4,4.0,3.0,667.0
Hawthorn East,13 Pleasant Rd,-37.8343,145.0488,7.5,h,4,4.0,2.0,729.0
Hawthorn East,2 Widford St,-37.8368,145.0508,7.5,h,3,3.0,2.0,224.0
Hawthorn East,6/4 Wiseman St,-37.8372,145.0433,7.5,u,1,1.0,1.0,71.0
Hawthorn East,1/27 Auburn Gr,-37.8255,145.0481,7.5,h,3,3.0,2.0,185.0
Hawthorn East,35 Auburn Gr,-37.8256,145.0486,7.5,h,3,3.0,2.0,271.0
Hawthorn East,16/330 Riversdale Rd,-37.8307,145.0493,7.5,u,2,2.0,1.0,1536.0
Hawthorn East,2/24 Selwood St,-37.8362,145.0543,7.5,u,1,1.0,1.0,0.0
Hawthorn East,1/21 Auburn Gr,-37.8254,145.0474,7.5,u,2,2.0,1.0,0.0
Hawthorn East,6/787 Burwood Rd,-37.8244,145.0517,7.5,u,2,2.0,1.0,0.0
Heidelberg,47 Beverley Rd,-37.7511,145.0772,10.6,h,4,4.0,3.0,952.0
Heidelberg,74 Brown St,-37.7523,145.0676,10.6,h,3,3.0,2.0,600.0
Heidelberg,3/56 Banksia St,-37.7586,145.0629,10.6,t,2,2.0,1.0,86.0
Heidelberg,29 Martin St,-37.7524,145.06,10.6,h,3,3.0,2.0,330.0
Heidelberg,3/89 Rosanna Rd,-37.7505,145.0703,10.6,u,4,4.0,3.0,152.0
Heidelberg Heights,53 Lloyd St,-37.7442,145.0528,10.5,h,2,2.0,1.0,733.0
Heidelberg Heights,14 Shelley St,-37.7428,145.0511,10.5,h,2,2.0,1.0,263.0
Heidelberg Heights,2/76 Porter Rd,-37.7388,145.0581,10.5,t,3,3.0,1.0,192.0
Heidelberg Heights,1 Shelley St,-37.7437,145.0506,10.5,h,4,4.0,1.0,374.0
Heidelberg Heights,18 Francis St,-37.7521,145.0516,10.5,h,2,2.0,1.0,433.0
Heidelberg Heights,1/55 Outhwaite Rd,-37.7399,145.054,10.5,t,3,3.0,2.0,200.0
Heidelberg Heights,96 Southern Rd,-37.7421,145.0487,10.5,h,3,3.0,1.0,592.0
Heidelberg Heights,18 Swanston St,-37.7383,145.0555,10.5,h,2,2.0,1.0,563.0
Heidelberg Heights,23 Flinders St,-37.7366,145.0509,10.5,h,2,2.0,1.0,341.0
Heidelberg Heights,79 Outhwaite Rd,-37.7397,145.0513,10.5,h,3,3.0,1.0,317.0
Heidelberg Heights,2/388 Waterdale Rd,-37.7502,145.0465,10.5,u,3,3.0,2.0,0.0
Heidelberg West,3 Leyte Pde,-37.7382,145.0451,9.4,h,3,3.0,1.0,689.0
Heidelberg West,330 Liberty Pde,-37.7364,145.0379,9.4,h,3,3.0,1.0,489.0
Heidelberg West,316 Liberty Pde,-37.7369,145.0371,9.4,h,2,2.0,1.0,465.0
Heidelberg West,25 Mulberry Pde,-37.7445,145.0386,9.4,h,3,3.0,1.0,658.0
Heidelberg West,6 Normanby Ct,-37.7349,145.0398,9.4,h,2,2.0,1.0,391.0
Heidelberg West,373 Liberty Pde,-37.7339,145.0405,9.4,h,3,3.0,1.0,476.0
Heidelberg West,8 Malahang Pde,-37.7434,145.0468,9.4,h,1,1.0,1.0,290.0
Heidelberg West,1 Normanby Ct,-37.7348,145.0402,9.4,h,3,3.0,2.0,747.0
Heidelberg West,171 Southern Rd,-37.7416,145.0406,9.4,h,3,3.0,1.0,695.0
Heidelberg West,15 Tarakan St,-37.7469,145.0448,9.4,h,4,4.0,1.0,585.0
Hughesdale,3/36 Darling St,-37.9031,145.0804,13.0,t,3,3.0,2.0,246.0
Hughesdale,1/547 Neerim Rd,-37.8919,145.0781,13.0,t,4,4.0,4.0,370.0
Hughesdale,11 Euston Rd,-37.8938,145.0785,13.0,h,4,4.0,3.0,695.0
Hughesdale,9A Normanby St,-37.9021,145.0837,13.0,h,2,2.0,1.0,387.0
Hughesdale,1071 North Rd,-37.9087,145.0799,13.0,h,2,2.0,1.0,795.0
Ivanhoe,4 Edwin St,-37.7573,145.0496,7.9,h,3,3.0,2.0,377.0
Ivanhoe,47 Waterdale Rd,-37.777,145.0414,7.9,h,4,4.0,2.0,449.0
Ivanhoe,69 Ford St,-37.7639,145.0377,7.9,h,3,3.0,1.0,459.0
Ivanhoe,55 Livingstone St,-37.7671,145.037,7.9,h,4,4.0,2.0,589.0
Ivanhoe,39 Thoresby Gr,-37.7639,145.0506,7.9,h,4,4.0,2.0,1250.0
Ivanhoe,128 Bond St,-37.7615,145.0309,7.9,h,5,5.0,2.0,633.0
Ivanhoe,8/1088 Heidelberg Rd,-37.7735,145.0403,7.9,h,2,2.0,1.0,1465.0
Ivanhoe,3 Sylvan Ct,-37.7817,145.0391,7.9,h,3,3.0,2.0,618.0
Ivanhoe,2/24 Abbotsford Gr,-37.7701,145.0385,7.9,u,3,3.0,2.0,366.0
Ivanhoe,1/53 Norman St,-37.7679,145.0466,7.9,t,3,3.0,0.0,219.0
Ivanhoe East,7 Robinhood Rd,-37.7752,145.0579,9.0,h,2,2.0,1.0,1003.0
Ivanhoe East,325 The Boulevard,-37.7794,145.0647,9.0,h,5,5.0,3.0,737.0
Ivanhoe East,475 The Boulevard,-37.7715,145.0688,9.0,h,3,3.0,2.0,1132.0
Ivanhoe East,15 Longstaff St,-37.774,145.0654,9.0,h,3,3.0,1.0,792.0
Kealba,7 Donnelly Ct,-37.7358,144.8217,15.0,h,4,4.0,2.0,658.0
Kealba,14 Rowan Dr,-37.7279,144.8224,15.0,h,3,3.0,1.0,557.0
Keilor East,63 Park Dr,-37.7473,144.8555,12.8,h,3,3.0,2.0,573.0
Keilor East,188 Rachelle Rd,-37.7322,144.8722,12.8,h,3,3.0,2.0,700.0
Keilor East,87A Wyong St,-37.7308,144.8664,12.8,h,3,3.0,2.0,162.0
Keilor East,3/50 Berembong Dr,-37.7346,144.8584,12.8,u,2,2.0,1.0,220.0
Keilor East,12 Cecelia Dr,-37.7475,144.852,12.8,h,3,3.0,1.0,535.0
Keilor East,3 Pennington St,-37.746,144.8651,12.8,h,3,3.0,1.0,703.0
Keilor East,52 Prospect Dr,-37.7486,144.8565,12.8,h,3,3.0,1.0,546.0
Keilor East,17 Janet St,-37.7466,144.8707,12.8,h,3,3.0,1.0,660.0
Keilor East,1/77 Lincoln Dr,-37.7426,144.868,12.8,t,3,3.0,2.0,224.0
Keilor East,12 Hilltop Ct,-37.7388,144.8767,12.8,t,2,2.0,2.0,55.0
Keilor East,19 Tuppal Pl,-37.7317,144.8619,12.8,h,4,4.0,2.0,814.0
Kew,23 Uvadale Gr,-37.8064,145.0451,5.6,h,5,5.0,5.0,609.0
Kew,4/110 Walpole St,-37.7977,145.0333,5.6,u,2,2.0,1.0,0.0
Kew,6/87 Earl St,-37.794,145.033,5.6,t,3,3.0,2.0,0.0
Kew,62 Wiltshire Dr,-37.7941,145.0238,5.6,t,3,3.0,1.0,111.0
Kew,25/912 Glenferrie Rd,-37.8083,145.0382,5.6,u,1,1.0,1.0,0.0
Kew,48 Malin St,-37.8127,145.0451,5.6,h,4,4.0,2.0,320.0
Kew,8 Mawson St,-37.8147,145.0571,5.6,h,5,5.0,4.0,800.0
Kew,7 Molesworth St,-37.8013,145.028,5.6,h,5,5.0,5.0,811.0
Kew,2/64 Normanby Rd,-37.805,145.0546,5.6,u,2,2.0,1.0,826.0
Kew,199 Barkers Rd,-37.8144,145.0358,5.6,h,4,4.0,4.0,543.0
Kew,21 Churchill St,-37.7993,145.0451,5.6,h,3,3.0,1.0,813.0
Kew,63 Davis St,-37.8101,145.0464,5.6,h,5,5.0,3.0,520.0
Kew,8/48 Derby St,-37.8018,145.0376,5.6,u,2,2.0,1.0,0.0
Kew,3/89 Earl St,-37.7944,145.0327,5.6,t,3,3.0,2.0,247.0
Kew,3/38 Pakington St,-37.8022,145.035,5.6,u,2,2.0,1.0,964.0
Kew East,2/14 Westbrook St,-37.7974,145.0526,7.5,u,2,2.0,1.0,838.0
Kew East,136 Kilby Rd,-37.7927,145.056,7.5,h,3,3.0,2.0,422.0
Kew East,3/1230 Old Burke Rd,-37.7864,145.0631,7.5,t,3,3.0,2.0,270.0
Kingsville,87 Chirnside St,-37.8082,144.8828,7.8,h,3,3.0,1.0,276.0
Kingsville,100 Coronation St,-37.8105,144.8803,7.8,h,4,4.0,1.0,318.0
Kingsville,363 Geelong Rd,-37.8083,144.8754,7.8,h,3,3.0,1.0,555.0
Maidstone,45 Thomson St,-37.7858,144.8757,9.2,h,3,3.0,1.0,584.0
Maidstone,25 Thomson St,-37.7876,144.8752,9.2,h,3,3.0,1.0,625.0
Maidstone,5 Ballarat Rd,-37.7887,144.8828,9.2,h,2,2.0,1.0,206.0
Maidstone,11 Eucalyptus Dr,-37.7794,144.872,9.2,t,3,3.0,3.0,2787.0
Maidstone,2/56 Mitchell St,-37.7825,144.8833,9.2,h,3,3.0,2.0,260.0
Maidstone,18 Pullar St,-37.7835,144.8723,9.2,h,2,2.0,1.0,315.0
Maidstone,1/1 Clarendon St,-37.785,144.8673,9.2,t,3,3.0,2.0,159.0
Maidstone,15/15 Eucalyptus Dr,-37.7794,144.872,9.2,u,2,2.0,2.0,2787.0
Maidstone,2/6 Spurling St,-37.7844,144.8758,9.2,t,4,4.0,2.0,294.0
Maidstone,12 Winston St,-37.7851,144.8654,9.2,h,3,3.0,1.0,660.0
Malvern,5/11 Johnstone St,-37.8691,145.0345,7.4,u,1,1.0,1.0,0.0
Malvern,14 Norfolk Pl,-37.8486,145.0321,7.4,t,2,2.0,2.0,156.0
Malvern,11/5 Warner St,-37.8515,145.0372,7.4,u,1,1.0,1.0,4721.0
Malvern,18 Chandlers Rd,-37.8654,145.0297,7.4,h,3,3.0,2.0,192.0
Malvern,19 Gordon Gr,-37.8636,145.0301,7.4,h,3,3.0,1.0,360.0
Malvern East,32 Chadstone Rd,-37.883,145.0791,11.2,h,3,3.0,1.0,840.0
Malvern East,24 Kerferd St,-37.8693,145.0423,11.2,h,4,4.0,2.0,709.0
Malvern East,2059 Malvern Rd,-37.8757,145.066,11.2,h,3,3.0,1.0,572.0
Malvern East,7/696 Waverley Rd,-37.8779,145.0873,11.2,u,1,1.0,1.0,2410.0
Malvern East,1411 Dandenong Rd,-37.8914,145.0842,11.2,h,4,4.0,2.0,395.0
Malvern East,16 Tooronga Rd,-37.8723,145.0387,11.2,h,3,3.0,2.0,711.0
Malvern East,1/29 Grant St,-37.8718,145.0526,11.2,u,2,2.0,1.0,259.0
Malvern East,22 Quentin Rd,-37.8806,145.0831,11.2,h,4,4.0,2.0,230.0
Malvern East,2 Rotherwood Dr,-37.8792,145.0869,11.2,h,4,4.0,3.0,380.0
Malvern East,15 Winton Rd,-37.87300000000001,145.0664,11.2,t,4,4.0,3.0,274.0
Malvern East,414 Waverley Rd,-37.8784,145.0654,11.2,h,3,3.0,1.0,446.0
Malvern East,17 Winton Rd,-37.87300000000001,145.0665,11.2,h,4,4.0,2.0,559.0
Maribyrnong,8 Parade Sq,-37.7722,144.8807,8.7,t,2,2.0,1.0,0.0
Maribyrnong,6 High Ct,-37.7637,144.8843,8.7,h,5,5.0,3.0,601.0
Maribyrnong,1A Riverview Ct,-37.7641,144.8885,8.7,h,4,4.0,3.0,224.0
Melbourne,501/318 Little Lonsdale St,-37.8116,144.9603,2.8,u,1,1.0,1.0,0.0
Melbourne,601/616 Little Collins St,-37.8177,144.9544,2.8,u,4,4.0,2.0,0.0
Melbourne,2208/380 Little Lonsdale St,-37.8122,144.9582,2.8,u,1,1.0,1.0,0.0
Melbourne,402/455 Elizabeth St,-37.8084,144.9602,2.8,u,2,2.0,1.0,0.0
Melbourne,1101/265 Exhibition St,-37.8095,144.9691,2.8,u,3,3.0,2.0,0.0
Melbourne,203/551 Flinders La,-37.8199,144.9558,2.8,u,1,1.0,1.0,0.0
Melbourne,1201/565 Flinders St,-37.8211,144.9559,2.8,u,2,2.0,2.0,1136.0
Melbourne,204/300 Swanston St,-37.8106,144.9646,2.8,u,2,2.0,1.0,0.0
Mont Albert,8 Gawler Ct,-37.8149,145.11,11.8,h,4,4.0,2.0,609.0
Mont Albert,1 Howson Ct,-37.812,145.1082,11.8,h,4,4.0,2.0,719.0
Mont Albert,1/389 Mont Albert Rd,-37.8212,145.1064,11.8,u,2,2.0,1.0,0.0
Mont Albert,47 View St,-37.8203,145.1105,11.8,h,3,3.0,2.0,624.0
Mont Albert,7 Grace St,-37.8127,145.107,11.8,h,4,4.0,2.0,636.0
Moonee Ponds,8/128 Park St,-37.7605,144.9071,6.9,u,1,1.0,1.0,0.0
Moonee Ponds,31 Pattison St,-37.7709,144.9338,6.9,h,4,4.0,2.0,508.0
Moonee Ponds,907/341 Ascot Vale Rd,-37.7679,144.9245,6.9,u,2,2.0,1.0,0.0
Moonee Ponds,75 Bowen St,-37.7663,144.9098,6.9,h,2,2.0,1.0,313.0
Moonee Ponds,9 Corio St,-37.7627,144.9047,6.9,h,3,3.0,2.0,803.0
Moonee Ponds,99 Eglinton St,-37.7686,144.912,6.9,h,4,4.0,2.0,675.0
Moonee Ponds,27/15 Moore St,-37.7675,144.92,6.9,u,2,2.0,2.0,0.0
Moonee Ponds,79 Ormond Rd,-37.773,144.9332,6.9,h,2,2.0,1.0,428.0
Moonee Ponds,109 Waverley St,-37.7644,144.9061,6.9,h,4,4.0,2.0,574.0
Moonee Ponds,11A Murray St,-37.7595,144.9255,6.9,h,3,3.0,2.0,169.0
Moonee Ponds,13 Ophir St,-37.7589,144.9184,6.9,h,2,2.0,1.0,459.0
Moonee Ponds,119 Park St,-37.7611,144.9095,6.9,h,5,5.0,2.0,597.0
Moonee Ponds,121 Vine St,-37.7692,144.9353,6.9,h,2,2.0,1.0,455.0
Moonee Ponds,72 Clarinda Rd,-37.7619,144.9083,6.9,h,3,3.0,2.0,543.0
Moonee Ponds,20 Huntly St,-37.7641,144.9073,6.9,h,2,2.0,1.0,272.0
Moonee Ponds,6A McPherson St,-37.7616,144.9284,6.9,h,3,3.0,1.0,231.0
Moonee Ponds,503/341 Ascot Vale Rd,-37.7679,144.9245,6.9,u,2,2.0,2.0,0.0
Moonee Ponds,65 Darling St,-37.767,144.9108,6.9,h,3,3.0,2.0,275.0
Moonee Ponds,25 George St,-37.7615,144.9094,6.9,h,4,4.0,2.0,431.0
Moonee Ponds,33A Vine St,-37.7685,144.9294,6.9,t,3,3.0,3.0,256.0
Murrumbeena,7 Merrimu St,-37.8879,145.0768,12.1,h,4,4.0,2.0,651.0
Murrumbeena,2/13 Walker St,-37.8949,145.072,12.1,h,2,2.0,1.0,646.0
Murrumbeena,1/9 Howe St,-37.8953,145.0731,12.1,u,2,2.0,1.0,194.0
Murrumbeena,6/51 Murrumbeena Rd,-37.8892,145.0664,12.1,u,2,2.0,1.0,1113.0
Murrumbeena,4/12 Dalny Rd,-37.9025,145.066,12.1,u,2,2.0,1.0,0.0
Murrumbeena,5 Donal St,-37.9059,145.0733,12.1,h,3,3.0,1.0,557.0
Murrumbeena,1/5 Dunoon St,-37.8913,145.0673,12.1,u,2,2.0,1.0,0.0
Murrumbeena,5/25 Hobart Rd,-37.8867,145.0699,12.1,u,1,1.0,1.0,0.0
Murrumbeena,1/211 Murrumbeena Rd,-37.8999,145.0643,12.1,u,2,2.0,1.0,77.0
Murrumbeena,17/41 Murrumbeena Rd,-37.8882,145.0666,12.1,u,2,2.0,2.0,0.0
Murrumbeena,1/9 Packer St,-37.8907,145.0761,12.1,u,2,2.0,1.0,308.0
Newport,28 Agg St,-37.8433,144.8774,8.4,h,4,4.0,2.0,402.0
Newport,74 Challis St,-37.8439,144.8733,8.4,h,4,4.0,2.0,480.0
Newport,83 Elizabeth St,-37.836,144.8784,8.4,h,3,3.0,1.0,1070.0
Newport,38 Speight St,-37.8425,144.8766,8.4,h,2,2.0,1.0,342.0
Newport,58 Alma Tce,-37.8485,144.8909,8.4,h,3,3.0,1.0,588.0
Newport,298 Douglas Pde,-37.8457,144.8924,8.4,h,3,3.0,1.0,644.0
Newport,12 Durkin St,-37.8437,144.8809,8.4,h,3,3.0,1.0,484.0
Newport,7 Elgin St,-37.844,144.889,8.4,h,3,3.0,2.0,367.0
Newport,56 Hall St,-37.8415,144.884,8.4,h,2,2.0,1.0,165.0
Newport,195 Blackshaws Rd,-37.8334,144.8673,8.4,h,3,3.0,2.0,333.0
Newport,7 Clyde St,-37.8437,144.865,8.4,h,5,5.0,2.0,760.0
Newport,17 Gordon St,-37.8389,144.8666,8.4,t,3,3.0,2.0,575.0
Newport,14 Breadalbane Pl,-37.8496,144.8868,8.4,h,3,3.0,2.0,315.0
Newport,33 Bunbury St,-37.8497,144.8903,8.4,h,1,1.0,1.0,622.0
Newport,139 Blackshaws Rd,-37.8339,144.8716,8.4,h,4,4.0,2.0,540.0
Newport,21 Junction St,-37.8358,144.8803,8.4,h,2,2.0,1.0,482.0
Newport,2 Maddox Rd,-37.8415,144.8698,8.4,h,3,3.0,1.0,459.0
Newport,74 Oxford St,-37.837,144.8772,8.4,h,4,4.0,1.0,837.0
Newport,74 Alma Tce,-37.8477,144.8903,8.4,h,4,4.0,2.0,580.0
Newport,11 Challis St,-37.8481,144.8721,8.4,h,3,3.0,1.0,752.0
Newport,1 Elphin St,-37.8431,144.8919,8.4,h,2,2.0,1.0,480.0
Newport,63 Hobson St,-37.8402,144.8886,8.4,h,3,3.0,1.0,452.0
Newport,16 Thorpe St,-37.8464,144.865,8.4,h,3,3.0,1.0,761.0
Niddrie,30 Carrington Rd,-37.7375,144.8885,11.2,h,3,3.0,1.0,650.0
Niddrie,13 George St,-37.7421,144.8851,11.2,h,3,3.0,1.0,626.0
Niddrie,13 Haldane Rd,-37.7356,144.8859,11.2,h,3,3.0,1.0,657.0
Niddrie,21 Ryder St,-37.738,144.8865,11.2,h,3,3.0,2.0,297.0
Niddrie,60 Teague St,-37.7436,144.8856,11.2,h,3,3.0,1.0,650.0
Niddrie,24 The Avenue,-37.736,144.8771,11.2,h,3,3.0,2.0,795.0
Niddrie,59 Hoffmans Rd,-37.7473,144.8905,11.2,h,3,3.0,1.0,597.0
Niddrie,2/34 Haldane Rd,-37.7343,144.8824,11.2,u,2,2.0,1.0,167.0
Niddrie,4/503 Keilor Rd,-37.7355,144.8874,11.2,u,1,1.0,1.0,710.0
Niddrie,1/79 Coghlan St,-37.7418,144.8833,11.2,t,3,3.0,2.0,202.0
Niddrie,13 Hotham Rd,-37.7368,144.8886,11.2,h,3,3.0,1.0,650.0
Niddrie,204/4 Hotham Rd,-37.736,144.8886,11.2,u,3,3.0,1.0,1218.0
Niddrie,20 Rutland St,-37.7356,144.8799,11.2,h,1,1.0,1.0,649.0
Northcote,48 Charles St,-37.777,144.99200000000005,5.5,h,2,2.0,1.0,263.0
Northcote,12/412 High St,-37.7679,144.9994,5.5,u,2,2.0,2.0,1106.0
Northcote,2/19 Glanfield St,-37.7715,145.0075,5.5,h,2,2.0,1.0,120.0
Northcote,16/341 Heidelberg Rd,-37.7836,145.0139,5.5,u,2,2.0,1.0,1000.0
Northcote,50 Herbert St,-37.7717,144.995,5.5,h,3,3.0,1.0,191.0
Northcote,23A Johnson St,-37.7634,144.9985,5.5,h,2,2.0,1.0,228.0
Northcote,157 Bastings St,-37.7751,145.0099,5.5,h,5,5.0,2.0,406.0
Northcote,118 Westgarth St,-37.7825,145.0072,5.5,h,4,4.0,1.0,728.0
Northcote,6/229 Westgarth St,-37.7827,145.0113,5.5,u,1,1.0,1.0,0.0
Northcote,67 Charles St,-37.7767,144.9924,5.5,h,2,2.0,1.0,189.0
Northcote,3 Northcote St,-37.7744,145.0077,5.5,h,3,3.0,2.0,411.0
Northcote,198 Victoria Rd,-37.7681,145.0119,5.5,h,2,2.0,1.0,326.0
Northcote,39 Victoria Rd,-37.7806,145.0097,5.5,h,2,2.0,2.0,173.0
Northcote,21 Mitchell St,-37.7721,145.0004,5.5,h,4,4.0,1.0,557.0
Northcote,133 Beavers Rd,-37.7659,144.9903,5.5,h,2,2.0,1.0,181.0
Northcote,12 Ellesmere St,-37.7741,145.0073,5.5,h,2,2.0,1.0,259.0
Northcote,99 Kellett St,-37.7677,145.0142,5.5,h,3,3.0,1.0,534.0
Oak Park,15 Kiama St,-37.712,144.9175,11.5,t,2,2.0,1.0,161.0
Oak Park,1 Ash Gr,-37.7167,144.9127,11.5,h,3,3.0,1.0,690.0
Oak Park,6 The Avenue,-37.7131,144.9091,11.5,u,3,3.0,1.0,220.0
Oak Park,126A Winifred St,-37.7166,144.9104,11.5,h,3,3.0,2.0,341.0
Oak Park,220 Waterloo Rd,-37.7167,144.9216,11.5,h,3,3.0,1.0,730.0
Oak Park,10 Magnolia St,-37.719,144.9254,11.5,h,5,5.0,3.0,647.0
Oak Park,7 Ridge Rd,-37.7149,144.9153,11.5,h,4,4.0,2.0,301.0
Oak Park,11 Xavier St,-37.7206,144.9194,11.5,h,5,5.0,3.0,700.0
Oak Park,19A Cardinal Rd,-37.7136,144.92700000000005,11.5,h,4,4.0,2.0,568.0
Oak Park,3/21 Lex Gr,-37.7188,144.9243,11.5,u,3,3.0,1.0,0.0
Oakleigh,101 Atkinson St,-37.8952,145.0928,14.0,h,4,4.0,2.0,1143.0
Oakleigh,12 Watsonia St,-37.91,145.096,14.0,h,4,4.0,2.0,537.0
Oakleigh,1/1438 Dandenong Rd,-37.8946,145.0944,14.0,u,3,3.0,1.0,160.0
Oakleigh,24 Gadd St,-37.9098,145.097,14.0,h,5,5.0,3.0,707.0
Oakleigh,36 Westgate St,-37.9066,145.0869,14.0,h,3,3.0,2.0,570.0
Oakleigh,4 Mead Ct,-37.9067,145.0921,14.0,h,2,2.0,1.0,257.0
Oakleigh,7 Hilbert Ct,-37.895,145.1014,14.0,h,4,4.0,2.0,538.0
Oakleigh,141 Atherton Rd,-37.8999,145.0993,14.0,h,4,4.0,3.0,691.0
Oakleigh,110 Atkinson St,-37.898,145.0928,14.0,h,4,4.0,2.0,598.0
Ormond,265 Tucker Rd,-37.9067,145.053,11.8,h,3,3.0,2.0,670.0
Ormond,39 Draper St,-37.908,145.0502,11.8,h,5,5.0,2.0,699.0
Ormond,6/16 Walsh St,-37.9023,145.0461,11.8,u,2,2.0,1.0,0.0
Ormond,2/1 Lillimur Rd,-37.9034,145.0409,11.8,u,3,3.0,2.0,199.0
Ormond,688 North Rd,-37.9051,145.0473,11.8,h,4,4.0,2.0,618.0
Ormond,286 Tucker Rd,-37.9084,145.0532,11.8,t,4,4.0,2.0,314.0
Parkville,13/54 The Avenue,-37.7867,144.9572,2.6,u,3,3.0,1.0,0.0
Parkville,21 Morrah St,-37.7959,144.9569,2.6,h,4,4.0,3.0,289.0
Parkville,55 Park Dr,-37.7961,144.9538,2.6,h,3,3.0,2.0,180.0
Pascoe Vale,62 Devon Rd,-37.7215,144.9251,9.9,h,3,3.0,2.0,294.0
Pascoe Vale,4 Dixon St,-37.7189,144.9508,9.9,h,2,2.0,1.0,531.0
Pascoe Vale,2 Ann St,-37.7306,144.9357,9.9,h,2,2.0,1.0,587.0
Pascoe Vale,8 Braeside St,-37.7182,144.9506,9.9,h,3,3.0,1.0,793.0
Pascoe Vale,115 Derby St,-37.7278,144.9463,9.9,h,4,4.0,1.0,593.0
Pascoe Vale,147 Derby St,-37.7253,144.9467,9.9,h,3,3.0,1.0,488.0
Pascoe Vale,9 Bawden Ct,-37.7195,144.9456,9.9,h,4,4.0,1.0,596.0
Pascoe Vale,3/238 Cumberland Rd,-37.7218,144.9406,9.9,u,2,2.0,1.0,136.0
Pascoe Vale,1/142 Derby St,-37.7243,144.9473,9.9,h,3,3.0,1.0,0.0
Pascoe Vale,1/29 Devon Rd,-37.7217,144.924,9.9,t,2,2.0,1.0,240.0
Pascoe Vale,5 Sims St,-37.7242,144.9424,9.9,h,3,3.0,1.0,321.0
Pascoe Vale,7/26 Snell Gr,-37.7181,144.9322,9.9,u,2,2.0,1.0,123.0
